Transfer Institution,Transfer Crs,Title,BU Equiv Crs,Catalog Year
74993  Northern Kentucky University,ENG  291,Advanced College Writing,ENGL ELE,UG13
74993  Northern Kentucky University,GEO  100,Global View: Geo & Hum Landscape,GEN. ELE,UG14
74993  Northern Kentucky University,HIS  106,History of African American 1877,HIST 201,UG13
74993  Northern Kentucky University,HIS  107,Hist of African Amer Since 1877,HIST 202,UG13
74993  Northern Kentucky University,JUS  101,Introduction to Criminal Justice,CJS. 210,UG13
74993  Northern Kentucky University,JUS  101,Introduction to Criminal Justice,CJS. 210,UG12
74993  Northern Kentucky University,JUS  101,Introduction to Criminal Justice,CJS. 210,UG14
74993  Northern Kentucky University,KIN  260,Introduction to Strength & Condi,EXSC 410,UG11
74993  Northern Kentucky University,LDR  160,Leadership Around the World,GEN. ELE,UG14
74993  Northern Kentucky University,MAT  114,Finite Mathematics,MATH ELE,UG14
74993  Northern Kentucky University,MAT  119,Pre-Calculus Mathematics,MATH 116,UG14
74993  Northern Kentucky University,MAT  119,Pre-Calculus Mathematics,MATH 116,UG12
74993  Northern Kentucky University,MAT  129,Calculus I,MATH 117,UG14
74993  Northern Kentucky University,MAT  129,Calculus I,MATH 117,UG11
74993  Northern Kentucky University,MUS  100,Music Appreciation,MUSC GER,UG14
74993  Northern Kentucky University,PHI  110,"Philosophy, Individuals and Soci",PHIL ELE,UG12
74993  Northern Kentucky University,PHI  220,Health Care Ethics,PHIL ELE,UG13
74993  Northern Kentucky University,PHY  101,Einstein 101,PHYS ELE,UG13
74993  Northern Kentucky University,POP  205,Introduction to Popular Culture,GEN. ELE,UG14
74993  Northern Kentucky University,POP  205,Introduction to Popular Culture,GEN. ELE,UG11
74993  Northern Kentucky University,PSC  100,American Politics,P.S. 101,UG14
74993  Northern Kentucky University,PSC  100,American Politics,P.S. 101,UG12
74993  Northern Kentucky University,PSY  100,Introduction to Psychology,PSYC 103,UG14
74993  Northern Kentucky University,PSY  100,Introduction to Psychology,PSYC 103,UG11
74993  Northern Kentucky University,PSY  220,Lifespan Development,PSYC 218,UG13
74993  Northern Kentucky University,PSY  333,Abnormal Psychology,PSYC 304,UG14
74993  Northern Kentucky University,PSY  340,Social Psychology,PSYC 317,UG11
74993  Northern Kentucky University,REL  200,World Religions and Cultures,THEO 307,UG11
74993  Northern Kentucky University,SOC  100,Introduction to Sociology,SOC. 101,UG11
74993  Northern Kentucky University,SOC  101,Global Inequalities,SOC. ELE,UG11
74993  Northern Kentucky University,SPI  101,Elementary Spanish I,SPAN 101,UG12
74993  Northern Kentucky University,SPI  201,Intermediate Spanish I,SPAN 201,UG14
74993  Northern Kentucky University,SPI  202,Intermediate Spanish II,SPAN 202,UG14
74993  Northern Kentucky University,STA  205,Introduction to Statistical Meth,MATH 205,UG11
74993  Northern Kentucky University,STA  205,Introduction to Statistical Meth,MATH 205,UG14
74993  Northern Kentucky University,STA  205,Introduction to Statistical Meth,MATH 205,UG13
74993  Northern Kentucky University,STA  212,Statistics for Business Apps I,MATH 205,UG11
74993  Northern Kentucky University,SWK  105,Social Work and the Community,SOC. ELE,UG14
74993  Northern Kentucky University,TAR  100,Theatre Appreciation,THEA GER,UG12
74993  Northern Kentucky University,TAR  102,Sur of Race/Gender Drama Lit,GEN. ELE,UG13
72943  Northwest State Community Colleg,BIO  150,The Human Body,BIOL ELE,UG15
72943  Northwest State Community Colleg,ENG  111,Composition I,ENGL 101,UG15
72943  Northwest State Community Colleg,ENG  112,Composition II,ENGL ELE,UG15
72943  Northwest State Community Colleg,MTH  109,College Algebra,MATH 105,UG15
72943  Northwest State Community Colleg,MTH  213,Calculus I,MATH 117,UG12
72943  Northwest State Community Colleg,OAS  180,Medical Terminology,GEN. ELE,UG15
72943  Northwest State Community Colleg,PSY  110,General Psychology,PSYC 103,UG15
72943  Northwest State Community Colleg,PSY  230,Human Growth & Development,PSYC 218,UG15
72943  Northwest State Community Colleg,SSC  102,Sociology- Sustainable World,SOC. ELE,UG15
86826  Notre Dame College,BU   240,Management Principles,B.A. 301,UG14
86826  Notre Dame College,CA   100,Elements of Speech,COMM 103,UG14
86826  Notre Dame College,CA   201,Interpersonal Communication,COMM 302,UG14
86826  Notre Dame College,EN   110,Adv Comp: Expository Writing,ENGL 101,UG14
86826  Notre Dame College,EN   291,Selected Topic: Native Amer Lit,ENGL GER,UG14
86826  Notre Dame College,FS   100,Freshman Seminar,IDC. 100,UG14
86826  Notre Dame College,HP   110,Wellness for College Life,GEN. ELE,UG14
86826  Notre Dame College,PH   180,History of Western Philosophy,PHIL 160,UG14
86826  Notre Dame College,PY   201,General Psychology,PSYC 103,UG14
86826  Notre Dame College,TH   381,Pauline Writings: Life in Christ,THEO GER,UG14
75001  Oakland City University,BIO  101,Introduction to Life Science,BIOL 115,UG11
75001  Oakland City University,BIO  111,Principles of Biiology I W/Lab,BIOL GER,UG13
75001  Oakland City University,BIO  301,Human Anatomy and Physiology I,BIOL 108,UG11
75001  Oakland City University,BIO  301,Human Anatomy and Physiology I,BIOL 108,UG14
75001  Oakland City University,BIO  302,Human Anatomy & Physiology II,BIOL 109,UG14
75001  Oakland City University,BIO  302,Human Anatomy & Physiology II,BIOL 109,UG13
75001  Oakland City University,CHEM 101,General Chemistry I,CHEM 103,UG13
75001  Oakland City University,CHEM 101,General Chemistry I,CHEM 103,UG14
75001  Oakland City University,CHEM101L,General Chemistry I Lab,CHEM 103L,UG14
75001  Oakland City University,CHEM101L,General Chemistry I Lab,CHEM 103L,UG13
75001  Oakland City University,ECON 202,Principles of Microeconomics,ECON 111,UG14
75001  Oakland City University,ECON 203,Princ of Macroeconomics,ECON 110,UG11
75001  Oakland City University,ENG  101,English Composition,ENGL 101,UG14
75001  Oakland City University,ENG  101,English Composition,ENGL 101,UG12
75001  Oakland City University,ENG  101,English Composition,ENGL 101,UG15
75001  Oakland City University,ENG  102,English Composition II,ENGL ELE,UG12
75001  Oakland City University,ENG  102,English Composition II,ENGL ELE,UG14
75001  Oakland City University,ENG  201,Masterpieces of Wrld Lit,ENGL GER,UG14
75001  Oakland City University,ENG  201,Masterpieces of Wrld Lit,ENGL GER,UG13
75001  Oakland City University,ENG  202,Fundamentals of Speech,COMM 103,UG14
75001  Oakland City University,ENG  202,Fundamentals of Speech,COMM 103,UG13
75001  Oakland City University,ENG  202,Fundamentals of Speech,COMM 103,UG11
75001  Oakland City University,ENG  210,Intro to British Lit,ENGL 209,UG14
75001  Oakland City University,ENG  210,Intro to British Lit,ENGL 209,UG15
75001  Oakland City University,ENG  215,Intro to American Lit,ENGL 207,UG14
75001  Oakland City University,ENG  215,Intro to American Lit,ENGL GER,UG13
75001  Oakland City University,FREN 101,Beginning French I,FREN 101,UG14
75001  Oakland City University,FREN 102,French II,FREN 102,UG14
75001  Oakland City University,GOV  201,American Government & Politics,P.S. 101,UG13
75001  Oakland City University,GOV  201,American Government & Politics,P.S. 101,UG14
75001  Oakland City University,HIS  241,Intro to American History I,HIST 201,UG14
75001  Oakland City University,HIS  242,Intro to American History II,HIST 202,UG14
75001  Oakland City University,MATH 115,College Algebra,MATH 105,UG14
75001  Oakland City University,MATH 115,College Algebra,MATH 105,UG12
75001  Oakland City University,MATH 120,Trigonometry,MATH ELE,UG12
75001  Oakland City University,MATH 120,Trigonometry,MATH ELE,UG14
75001  Oakland City University,MATH 216,Analytic Geometry & Calculus 1,MATH 117,UG14
75001  Oakland City University,PHY  101,Intro to Physics I,PHYS 205,UG13
75001  Oakland City University,PHY  101,General Physics I,PHYS 201,UG14
75001  Oakland City University,PSY  101,General Psychology,PSYC 103,UG12
75001  Oakland City University,PSY  101,General Psychology,PSYC 103,UG14
75001  Oakland City University,SOC  201,Intro to Sociology,SOC. 101,UG14
75001  Oakland City University,SOC  201,Intro to Sociology,SOC. 101,UG12
75001  Oakland City University,SPAN 101,Beginning Spanish,SPAN 101,UG14
75001  Oakland City University,SPAN 102,Spanish II,SPAN 102,UG14
75088  Oakland Community College,ANT 1540,Intro to Cultural Anthro,ANTH 111,UG12
75088  Oakland Community College,BIO 1500,Environmental Science,BIOL GER,UG12
75088  Oakland Community College,BIO 1600,Human Structure and Function,BIOL ELE,UG12
75088  Oakland Community College,BUS 1100,Introduction to Business,B.A. 103,UG12
75088  Oakland Community College,BUS 1210,Start/Operating Small Business,B.A. ELE,UG12
75088  Oakland Community College,BUS 2530,Principles of Management,B.A. 301,UG12
75088  Oakland Community College,CHE 1000,Introductory Chemistry,CHEM GER,UG12
75088  Oakland Community College,CIS 1000,Computer Literacy,C.S. 116,UG12
75088  Oakland Community College,CRJ 1010,Intro to Criminal Justice,CJS. 210,UG12
75088  Oakland Community College,ENG 1510,Composition I,ENGL 101,UG12
75088  Oakland Community College,ENG 1520,Composition II,ENGL ELE,UG12
75088  Oakland Community College,HIS 1510,World Civ to Beg of Modern Era,HIST 117,UG12
75088  Oakland Community College,HIS 1520,World Civ From Modern Era,HIST ELE,UG12
75088  Oakland Community College,HUM 1900,Introduction to the Film,HUM. ELE,UG12
75088  Oakland Community College,MKT 2520,Fund Marketing Theory/Practice,B.A. 305,UG12
75088  Oakland Community College,POL 1510,American Government,P.S. 101,UG12
75088  Oakland Community College,PSY 2510,Introduction to Psychology,PSYC 103,UG12
75088  Oakland Community College,PSY 2630,Psych Organizational Behavior,PSYC ELE,UG12
75088  Oakland Community College,SOC 2510,Sociology,SOC. 101,UG12
74372  Oakland University,BIO  111,Biology I,BIOL 115,UG14
74372  Oakland University,BIO  116,Biology Laboratory,BIOL ELE,UG14
74372  Oakland University,BIO  121,Clinical Anatomy/Physiology,BIOL ELE,UG14
74372  Oakland University,BIO  307,Intro to Human Microbiology,BIOL ELE,UG14
74372  Oakland University,CHM  104,Intro to Chem Principles,CHEM ELE,UG14
74372  Oakland University,CHM  201,Intro Orgnc & Biological Chem,CHEM ELE,UG14
74372  Oakland University,CIN  150,Introduction to Film,COMM ELE,UG14
74372  Oakland University,GRM  114,Intro Germ Lang/Culture I,GERM 101,UG14
74372  Oakland University,PHL  101,Intro to Philosophy,PHIL 160,UG14
74372  Oakland University,PS   100,Intro American Politics,P.S. 101,UG14
74372  Oakland University,PSY  100,Fndtns Contemp Psy,PSYC ELE,UG14
74372  Oakland University,PSY  130,Positive Psychology,PSYC ELE,UG14
74372  Oakland University,PSY  225,Intro Life-Span Development,PSYC 218,UG14
74372  Oakland University,REL  301,Religion in the Modern World,THEO ELE,UG11
74372  Oakland University,WRT  150,Composition I,ENGL 101,UG14
74372  Oakland University,WRT  160,Composition II,ENGL ELE,UG14
72755  Ohio Dominican University,FIN  110,Personal Finance,GEN. ELE,UG14
72755  Ohio Dominican University,PHY  119,College Physics I,PHYS 201,UG12
72755  Ohio Dominican University,PHY  120,College Physics II,PHYS 202,UG12
70920  Ohio State University,PHIL 101,Intro to Philosphy,PHIL 160,UG11
567459  Ohio University,COMS1010,Fundamentals of Human Comm,COMM ELE,UG13
567459  Ohio University,COMS1030,Public Speaking,COMM 103,UG13
567459  Ohio University,COMS1030,Public Speaking,COMM 103,UG14
567459  Ohio University,ECON1000,Economics Concepts,ECON ELE,UG13
567459  Ohio University,ENG 1510,Writing and Rhetoric,ENGL ELE,UG14
567459  Ohio University,ENG 2020,Intro to Poetry and Drama,ENGL GER,UG13
567459  Ohio University,HIST 122,Western Civilization From 1500,HIST 117,UG12
567459  Ohio University,HIST1220,Western Civilization from 1500,HIST 117,UG14
567459  Ohio University,HIST1222,Medevial History in Film,ENGL GER,UG14
567459  Ohio University,HLTH2020,Intro to Hlth and Life Choices,EXSC 140,UG13
567459  Ohio University,JOUR1010,The Future of Media,COMM ELE,UG14
567459  Ohio University,PHIL1300,Introduction to Ethics,PHIL ELE,UG13
567459  Ohio University,POLS1010,Politics in the United States,P.S. 101,UG13
567459  Ohio University,PSY 1010,General Psychology,PSYC 103,UG13
567459  Ohio University,PSY 2410,Child & Adolescent Psychology,PSYC 218,UG13
567459  Ohio University,SOC 1000,Introduction to Sociology,SOC. 101,UG13
567459  Ohio University,SPAN1120,Elementary Spanish II,SPAN 102,UG13
567459  Ohio University,SPAN2120,Intermediate Spanish II,SPAN 202,UG14
94741  Old Dominion University,CHEM 105,Introductory Chemistry,CHEM 103,UG14
94741  Old Dominion University,CHEM 106,Introductory Chemistry Lab,CHEM 103L,UG14
94741  Old Dominion University,COMM 270,Film Appreciation,FILM 270,UG14
94741  Old Dominion University,CSD  129,TCCN-American Sign Language,GEN. ELE,UG14
94741  Old Dominion University,ESSE 429,TCCK-American Sign Lang IV,GEN. ELE,UG14
94741  Old Dominion University,PHIL 345,Bioethics,PHIL ELU,UG14
94741  Old Dominion University,PSYC 203,Lifespan Development,PSYC 218,UG14
94741  Old Dominion University,SOC  201,An Introduction To Sociology,SOC. 101,UG14
94741  Old Dominion University,STAT 130,Elementary Statistics,MATH 205,UG14
75010  Olivet Nazarene University,ACCT 110,Financial Accounting,ACCT 101,UG12
75010  Olivet Nazarene University,ART  200,Introduction to Graphics,ART. ELE,UG12
75010  Olivet Nazarene University,ART  275,Photoshop,ART. GER,UG12
75010  Olivet Nazarene University,BIOL 201,General Biological Science,BIOL GER,UG12
75010  Olivet Nazarene University,BLIT 100,Bible I,GEN. ELE,UG12
75010  Olivet Nazarene University,BLIT 300,Bible II,GEN. ELE,UG12
75010  Olivet Nazarene University,BSNS 160,Prin of Management,B.A. 301,UG12
75010  Olivet Nazarene University,BSNS 170,Computer App in Bsns,C.S. 116,UG12
75010  Olivet Nazarene University,BSNS 241,Business Statistics,MATH 205,UG12
75010  Olivet Nazarene University,BSNS 252,Consumer Economics,ECON ELE,UG12
75010  Olivet Nazarene University,BSNS 253,Prin of Marketing,B.A. 305,UG12
75010  Olivet Nazarene University,BSNS 356,Retail Merchandising,GEN. ELU,UG12
75010  Olivet Nazarene University,BSNS 367,Organizational Behav,B.A. ELU,UG12
75010  Olivet Nazarene University,BSNS 394,Marketing Management,B.A. ELU,UG12
75010  Olivet Nazarene University,BSNS 457,Advertising and Promotions,GEN. ELU,UG12
75010  Olivet Nazarene University,COMM 241,Intro to Journalism,COMM ELE,UG12
75010  Olivet Nazarene University,COMM 349,Intercultural Comm,COMM 313,UG12
75010  Olivet Nazarene University,ECON 111,Prin Microeconomics,ECON 111,UG12
75010  Olivet Nazarene University,ENGL 103,English Comp I,ENGL 101,UG12
75010  Olivet Nazarene University,ENGL 104,English Comp II,ENGL ELE,UG12
75010  Olivet Nazarene University,EXSS 129,Prin of Sport Mgnt,GEN. ELE,UG12
75010  Olivet Nazarene University,EXSS 150,Sports Mgmt Practicum,GEN. ELE,UG12
75010  Olivet Nazarene University,EXSS 300,Promoting/Mktng Athl,EXSC ELU,UG13
75010  Olivet Nazarene University,EXSS 320,Sports Psychology,PSYC 214,UG12
75010  Olivet Nazarene University,EXSS 350,Sports Law,GEN. ELU,UG12
75010  Olivet Nazarene University,EXSS 450,Sprt Facility Plan/Mgmt,EXSC ELU,UG13
75010  Olivet Nazarene University,EXSS 471,Organzatn/Admin of Athl,GEN. ELE,UG12
75010  Olivet Nazarene University,EXSS 477,Sports Mgmt Seminar,EXSC ELE,UG12
75010  Olivet Nazarene University,FINA 101,Intro to Fine Arts,ART. GER,UG12
75010  Olivet Nazarene University,GNST 100,Intro to College St,IDC. 100,UG12
75010  Olivet Nazarene University,HIST 110,The World Today,HIST ELE,UG12
75010  Olivet Nazarene University,LIT  205,Studies in Literature,ENGL GER,UG12
75010  Olivet Nazarene University,MATH 117,Fin Math w/Bus Appl,MATH GER,UG12
75010  Olivet Nazarene University,PHED 150,Life Fitness,EXSC ELE,UG12
75010  Olivet Nazarene University,PHED 190,Wellness,EXSC 110,UG12
75010  Olivet Nazarene University,PHED 241,First Aid & Emer Care,GEN. ELE,UG12
75010  Olivet Nazarene University,PHSC 102,General Physical Science,N.S. ELE,UG12
75010  Olivet Nazarene University,PSYC 102,General Psychology I,PSYC 103,UG12
75010  Olivet Nazarene University,SOCY 362,Marr and The Family,SOC. ELE,UG12
75010  Olivet Nazarene University,THEO 300,Christian Doctrine,THEO 200,UG12
75010  Olivet Nazarene University,THEO 401,Church & Chr Living,THEO ELU,UG12
81136  Onondaga Community College,ART  105,History of Art I,ARTH 201,UG12
81136  Onondaga Community College,ASL  101,Amer Sign Lang I,GEN. ELE,UG12
81136  Onondaga Community College,COM  101,Interpersonal Commun,COMM ELE,UG12
81136  Onondaga Community College,COM  102,Public Speaking,COMM 103,UG12
81136  Onondaga Community College,ECO  160,"Pov, Inequal, Discrim",ECON ELE,UG12
81136  Onondaga Community College,ENG  103,Fresh./Comp. I,ENGL 101,UG12
81136  Onondaga Community College,ENG  104,Fresh./Comp. II,ENGL ELE,UG12
81136  Onondaga Community College,ENV  101,Intr Envr Techn,ENVS GER,UG13
81136  Onondaga Community College,HIS  105,Early Amer Hist,HIST 201,UG14
81136  Onondaga Community College,HIS  106,Amer Hist 19th Centu,HIST 202,UG14
81136  Onondaga Community College,HIS  106,Amer Hist 19th Centu,HIST 202,UG12
81136  Onondaga Community College,MAT  118,Intro to Stat/Emp,MATH 200,UG12
81136  Onondaga Community College,MAT  143,Pre-Calc W/Trig,MATH 116,UG14
81136  Onondaga Community College,PEH  195,ST: First Year Sem,IDC. 100,UG12
81136  Onondaga Community College,PHI  102,Hist Phil-Ancient,PHIL ELE,UG12
81136  Onondaga Community College,SOC  103,Intro Sociology,SOC. 101,UG12
81136  Onondaga Community College,SPA  101,Elementary Spanish I,SPAN 101,UG12
92434  Oregon Institute of Technology,HUM  148,Intro to Humanities II,GEN. ELE,UG14
92434  Oregon Institute of Technology,SOC  204,Intro to Sociology,SOC. 101,UG14
92434  Oregon Institute of Technology,SPE  111,Public Speaking,COMM 103,UG14
92434  Oregon Institute of Technology,WRI  121,English Composition,ENGL 101,UG14
70530  Owensboro Community & Technical,BIO  112,Introduction to Biology,BIOL 115,UG13
70530  Owensboro Community & Technical,BIO  113,Introduction to Biology Lab,BIOL 115L,UG13
70530  Owensboro Community & Technical,CLA  131,Med Term from Greek & Latin,GEN. ELE,UG14
70530  Owensboro Community & Technical,COM  181,Basic Public Speaking,COMM 103,UG14
70530  Owensboro Community & Technical,ENG  101,Writing I,ENGL 101,UG14
70530  Owensboro Community & Technical,ENG  101,Writing I,ENGL 101,UG11
70530  Owensboro Community & Technical,ENG  102,Writing II,ENGL ELE,UG15
70530  Owensboro Community & Technical,ENG  102,Writing II,ENGL ELE,UG14
70530  Owensboro Community & Technical,HIS  101,World Civilization,HIST 116,UG15
70530  Owensboro Community & Technical,IT   100,Computer Literacy,C.S. ELE,UG14
70530  Owensboro Community & Technical,IT   100,Computer Literacy,C.S. ELE,UG12
70530  Owensboro Community & Technical,MAT  150,College Algebra,MATH 105,UG13
70530  Owensboro Community & Technical,MAT  150,College Algebra,MATH 105,UG14
70530  Owensboro Community & Technical,MAT  155,Trigonometry,MATH ELE,UG15
70530  Owensboro Community & Technical,NAA  100,Nursing Assistant Skills I,NURS ELE,UG14
70530  Owensboro Community & Technical,NFS  101,Human Nutrition & Wellness,NURS 200,UG15
70530  Owensboro Community & Technical,PSY  110,General Psychology,PSYC 103,UG14
70530  Owensboro Community & Technical,PSY  223,Developmental Psychology,PSYC 218,UG14
70530  Owensboro Community & Technical,PSY  223,Developmental Psychology,PSYC 218,UG11
360186  Ozark Technical Community Colleg,SPN  101,Beginning Spanish I,SPAN 101,UG12
360186  Ozark Technical Community Colleg,SPN  102,Beginning Spanish II,SPAN 102,UG12
81331  Pace University,1247E,Seminar in Acctg 1,MBA. 751,GR13
81331  Pace University,CIS  101,Computers & Social Rspnblty,C.S. 116,UG13
81331  Pace University,ECO  105,Principles of Economics: Macro,ECON 110,UG13
81331  Pace University,ECO  105,Principles of Economics: Macro,ECON 110,UG15
81331  Pace University,ENG 110,Composition,ENGL 101,UG13
81331  Pace University,ENG 120,Critical Writing,ENGL ELE,UG13
81331  Pace University,ENV 110,Nature & Culture: Connections,ENVS ELE,UG13
81331  Pace University,INT 197S,Exploring Majors & Careers,IDC. 100,UG13
81331  Pace University,PSY  103,Introduction to Psychology I,PSYC 103,UG13
94959  Palm Beach Atlantic College,BIB 1003,Exploring the Bible,THEO GER,UG14
94959  Palm Beach Atlantic College,BIO 1101,Biology I Lab,BIOL ELE,UG14
94959  Palm Beach Atlantic College,BIO 1103,Biology I,BIOL 115,UG14
94959  Palm Beach Atlantic College,BIO 2103,Therapeutic Nutrition,NURS 200,UG14
94959  Palm Beach Atlantic College,BIO 2203,Environment and Society,BIOL ELE,UG14
94959  Palm Beach Atlantic College,BIO 2281,Human Anatomy & Physio I Lab,BIOL ELE,UG14
94959  Palm Beach Atlantic College,BIO 2283,Human Anatomy and Phys I,BIOL 108,UG14
94959  Palm Beach Atlantic College,BIO 2291,Human Ana & Physio II Lab,BIOL ELE,UG14
94959  Palm Beach Atlantic College,BIO 2293,Human Anatomy and Physio II,BIOL 109,UG14
94959  Palm Beach Atlantic College,BIO 2501,Principles of Microbiology Lab,BIOL ELE,UG14
94959  Palm Beach Atlantic College,BIO 2503,Principles of Microbiology,BIOL ELE,UG14
94959  Palm Beach Atlantic College,CCS 4033,Cul. Understanding of Illness/Hl,ANTH ELE,UG14
94959  Palm Beach Atlantic College,CHM 1111,Principles of Chemistry Lab,CHEM 103L,UG14
94959  Palm Beach Atlantic College,CHM 1123,Principles of Chemistry,CHEM 103,UG14
94959  Palm Beach Atlantic College,COM 1113,Public Speaking,COMM 103,UG14
94959  Palm Beach Atlantic College,FYE 1001,The First Year Experience,IDC. 100,UG14
94959  Palm Beach Atlantic College,HUM 1013,Humanities I,HUM. ELE,UG14
94959  Palm Beach Atlantic College,HUM 1023,Humanities II,HUM. ELE,UG14
94959  Palm Beach Atlantic College,HUM 1033,Humanities III,HUM. ELE,UG14
94959  Palm Beach Atlantic College,MAT 1853,College Algebra,MATH 105,UG14
94959  Palm Beach Atlantic College,MAT 2003,Elementary Statistics,MATH 205,UG14
94959  Palm Beach Atlantic College,MUS 1301,Guitar Class I,MUSI 163,UG14
94959  Palm Beach Atlantic College,MUSI 100,Piano Class I,MUSI 100,UG14
94959  Palm Beach Atlantic College,NUR 2003,Intro to Professional Nursing,NURS ELE,UG14
94959  Palm Beach Atlantic College,PLS 3003,Freedom in American Society,P.S. 104,UG14
94959  Palm Beach Atlantic College,PSY 2133,General Psychology,PSYC 103,UG14
94959  Palm Beach Atlantic College,PSY 2183,Life Span Development,PSYC 218,UG14
92482  Palomar College,BIOL 100,General Biology,BIOL 115,UG14
92482  Palomar College,CHEM 104,General Organic/Biochemistry,CHEM 214,UG14
92482  Palomar College,DBA  100,Introduction to Radio and TV,COMM ELE,UG14
92482  Palomar College,HE   165,Fundamentals of Nutrition,NURS 200,UG14
92482  Palomar College,HIST 102,U.S. Since Reconstruction,HIST 202,UG14
92482  Palomar College,PSYC 100,Introduction to Psychology,PSYC 103,UG14
92482  Palomar College,SOC  105,"Marriage, Family, Intimacy",SOC. 323,UG14
92482  Palomar College,SPAN 101,Spanish IB,SPAN 101,UG14
92482  Palomar College,SPCH 100,Oral Communication,COMM 103,UG14
92482  Palomar College,ZOO  200,Anatomy,BIOL 108,UG14
92482  Palomar College,ZOO  203,Physiology,BIOL 109,UG14
95436  Park University,HI   101,Western Civilization I,HIST 116,UG12
95436  Park University,HI   102,Western Civilization II,HIST 117,UG12
95436  Park University,MA   131,College Algebra,MATH 105,UG12
92518  Pasadena City College Foundation,PHOTO 21,Elementary Photography,ART. GER,UG11
92518  Pasadena City College Foundation,PHOTO 22,Black and White,ART. GER,UG11
92518  Pasadena City College Foundation,PSYCH  1,Introductory Psychology,PSYC 103,UG11
273168  Pennsylvania State University,ACCTG101,Intro Fin Acctg,ACCT 101,UG11
273168  Pennsylvania State University,ARTH 111,Survey West Art I,ARTH 201,UG11
273168  Pennsylvania State University,BIOL 101,Princ of Biol I,BIOL 130,UG11
273168  Pennsylvania State University,CHEM 011,Intro Chemistry,CHEM ELE,UG11
273168  Pennsylvania State University,ECON 002,Microec Anal,ECON 111,UG11
273168  Pennsylvania State University,ENGL 015,Rhetoric & Comp,ENGL 101,UG11
273168  Pennsylvania State University,HIST 020,Aner Civ to 1877,HIST 201,UG11
273168  Pennsylvania State University,PSY  002,Psychology,PSYC 103,UG11
273168  Pennsylvania State University,SPCOM100,Effective Speech,COMM 103,UG11
355107  Peralta Community College,BIOL 010,Intro Prin Biology,BIOL GER,UG12
355107  Peralta Community College,BLKS 001,Intro black Studies,GEN. ELE,UG12
355107  Peralta Community College,BUS  084,Intro to Marketing,B.A. ELE,UG12
355107  Peralta Community College,ECON 001,Prin of Economics,ECON ELE,UG12
355107  Peralta Community College,ENGL 001,Comp Reading,ENGL 101,UG12
355107  Peralta Community College,HIPS 033,Amer Institutions,HIST ELE,UG12
355107  Peralta Community College,HIST 030,Afro-Amer History,HIST ELE,UG12
355107  Peralta Community College,PRF   88,Intro to Philosophy,PHIL 160,UG12
355107  Peralta Community College,PSYC 001,General Psychology,PSYC 103,UG12
355107  Peralta Community College,PSYC 013,Human Intimacy,PSYC ELE,UG12
355107  Peralta Community College,PSYC 033,Pers Social Adjust,PSYC ELE,UG12
355107  Peralta Community College,PSYC 048,Adult Psychology,PSYC ELE,UG12
355107  Peralta Community College,PSYC 081,Exploratory Groups,PSYC ELE,UG12
355107  Peralta Community College,SOC  001,Intro Sociology,SOC. 101,UG12
355107  Peralta Community College,SPCH 025,Speech Voice Improv,COMM ELE,UG12
89212  Pierce College,BUS  101,Business and Society,B.A. 103,UG11
72086  Prairie State College,CIS  101,Intro to Computers,C.S. 116,UG14
72086  Prairie State College,HIST 111,World Hist to 1714,HIST 116,UG14
72086  Prairie State College,HLTH 101,Health & Human Dev,GEN. ELE,UG14
72086  Prairie State College,POLS 140,Intro to U.S. Gove,P.S. 101,UG14
72086  Prairie State College,SOCI 111,Contemp Social Iss,SOC. ELE,UG14
1239407  Purdue University,AGEC 217,Economics,GEN. ELE,UG13
1239407  Purdue University,AGR  101,Intd to Agr and Purdue,GEN. ELE,UG11
1239407  Purdue University,ANSC 106,Biol Companion Animal,BIOL ELE,UG14
1239407  Purdue University,BIOL 121,Biol I Divrs Ecol Behv,BIOL ELE,UG11
1239407  Purdue University,BIOL 203,Human Antmy & Physiol,BIOL 108,UG12
1239407  Purdue University,BIOL 204,Human Antmy & Physiol,BIOL 109,UG12
1239407  Purdue University,CDFS 210,Intro Human Devlpment,PSYC 218,UG12
1239407  Purdue University,CHM  111,General Chemistry,CHEM GER,UG12
1239407  Purdue University,CHM  112,General Chemistry,CHEM GER,UG12
1239407  Purdue University,CHM11500,General Chemistry,CHEM 103,UG12
1239407  Purdue University,COM  114,Fundament of Speech,COMM 103,UG13
1239407  Purdue University,COM  114,Fundament of Speech,COMM 103,UG15
1239407  Purdue University,COM  320,Small Group Communication,COMM 301,UG13
1239407  Purdue University,COMM 100,Intro to Com Studies,COMM ELE,UG13
1239407  Purdue University,CS   110,Intro to Computers,C.S. 116,UG13
1239407  Purdue University,CS 18000,Prob Solving & O-O Programming,C.S. ELE,UG15
1239407  Purdue University,CS 19000,Tools,C.S. ELE,UG15
1239407  Purdue University,CS 19100,Freshm Resources Semr,IDC. 100,UG15
1239407  Purdue University,CSCIC105,Intro to C Programming,C.S. ELE,UG14
1239407  Purdue University,CSR  282,Customer Relation Mgmt,GEN. ELE,UG13
1239407  Purdue University,EAS  100,Planet Earth,N.S. GER,UG13
1239407  Purdue University,EAS  106,Geosciences Cinema,GEN. ELE,UG13
1239407  Purdue University,EAS  191,Intro topics Earth Atm,N.S. ELE,UG13
1239407  Purdue University,ECON 251,Microeconomics,ECON 111,UG15
1239407  Purdue University,ECON 251,Microeconomics,ECON 111,UG14
